"pic","word","condition","rt","accuracy","participant"
"flute","whistle","category",782.2449,0,19
"ship","drum","unrelated_cat",697.4376,0,19
"beans","hamper","unrelated_med",929.9093,1,19
"sheep","car","unrelated_cat",1210.2721,1,19
"pig","mound","unrelated_med",622.6077,1,19
"horse","camera","mediated",581.7007,1,19
"drum","harbour","mediated",574.7166,1,19
"beans","carrot","category",586.6893,1,19
"hat","coat","category",671.4966,1,19
"sheep","pill","mediated",585.6916,1,19
"couch","tide","unrelated_med",800.2041,1,19
"table","chair","category",561.746,1,19
"carrot","beach","mediated",604.6485,1,19
"star","mood","mediated",584.6939,1,19
"fork","knife","category",563.7415,1,19
"couch","bed","category",725.3741,1,19
"moon","stalk","mediated",658.5261,1,19
"drum","harp","category",486.9161,1,19
"horse","camel","category",541.7914,1,19
"coat","harbour","unrelated_med",536.8027,1,19
"hand","mouth","category",522.8345,1,19
"tie","sock","category",598.6621,1,19
"sock","tide","mediated",537.8005,1,19
"truck","mouth","unrelated_cat",615.6236,1,19
"plane","count","unrelated_med",630.5896,1,19
"knife","camel","unrelated_cat",527.8231,1,19
"carrot","leg","unrelated_cat",475.941,1,19
"star","moon","category",560.7483,1,19
"fork","knight","mediated",507.8685,1,19
"chair","table","category",613.6281,1,19
"knife","camera","unrelated_med",613.6281,1,19
"leg","ear","category",766.2812,1,19
"mouth","tie","unrelated_cat",478.9342,1,19
"lemon","whistle","unrelated_cat",513.8549,1,19
"bed","count","mediated",924.9206,1,19
"ear","leg","category",541.7914,1,19
"plane","shin","mediated",495.8957,1,19
"sheep","hanger","unrelated_med",464.966,1,19
"flute","whiskey","mediated",509.8639,1,19
"sock","tie","category",531.8141,1,19
"harp","drug","mediated",519.8413,1,19
"fork","coat","unrelated_cat",600.6576,1,19
"tie","hammer","unrelated_cat",489.9093,1,19
"hammer","drip","mediated",548.7755,1,19
"sock","whiskey","unrelated_med",457.9819,1,19
"whistle","flute","category",572.7211,1,19
"lemon","pearl","mediated",475.941,1,19
"star","bed","unrelated_cat",568.7302,1,19
"car","truck","category",513.8549,1,19
"hand","carriage","unrelated_med",441.0204,1,19
"drill","hammer","category",661.5193,1,19
"lemon","knight","unrelated_med",456.9841,1,19
"coat","ham","mediated",533.8095,1,19
"pear","fort","unrelated_med",654.5351,1,19
"flute","sock","unrelated_cat",511.8594,1,19
"drum","mouse","unrelated_med",405.102,1,19
"knife","fort","mediated",618.6168,1,19
"plane","hat","unrelated_cat",620.6122,1,19
"chair","moon","unrelated_cat",848.0952,1,19
"mountain","lace","mediated",587.6871,1,19
"pig","sheet","mediated",645.5556,1,19
"moon","plant","unrelated_med",471.9501,1,19
"carrot","drip","unrelated_med",532.8118,1,19
"bed","couch","category",607.6417,1,19
"fork","house","unrelated_med",918.9342,1,19
"pig","sheep","category",512.8571,1,19
"hand","sheep","unrelated_cat",429.0476,1,19
"car","truffle","mediated",477.9365,1,19
"pear","harp","unrelated_cat",723.3787,1,19
"coat","hat","category",509.8639,1,19
"mouth","beach","unrelated_med",564.7392,1,19
"pig","truck","unrelated_cat",574.7166,1,19
"chair","tablet","mediated",763.288,1,19
"mountain","flute","unrelated_cat",555.7596,1,19
"coat","fork","unrelated_cat",460.9751,1,19
"mouth","hanger","mediated",588.6848,1,19
"camel","plane","unrelated_cat",544.7846,1,19
"hat","drill","unrelated_cat",584.6939,1,19
"plane","ship","category",579.7052,1,19
"truck","card","mediated",671.4966,1,19
"hammer","pig","unrelated_cat",533.8095,1,19
"couch","lake","unrelated_cat",915.941,1,19
"hat","coal","mediated",477.9365,1,19
"lake","card","unrelated_med",696.4399,1,19
"carrot","beans","category",507.8685,1,19
"leg","lemming","unrelated_med",707.415,1,19
"hammer","pill","unrelated_med",834.127,1,19
"tie","soap","mediated",658.5261,1,19
"lemon","pear","category",514.8526,1,19
"ear","legend","mediated",554.7619,1,19
"camel","house","mediated",480.9297,1,19
"flute","stalk","unrelated_med",573.7188,1,19
"whistle","mood","unrelated_med",641.5646,1,19
"lake","chair","unrelated_cat",578.7075,1,19
"ear","pearl","unrelated_med",527.8231,1,19
"horse","ship","unrelated_cat",825.1474,1,19
"ship","plane","category",769.2744,1,19
"knife","fork","category",608.6395,1,19
"bed","mountain","unrelated_cat",646.5533,1,19
"truck","car","category",643.5601,1,19
"mountain","lake","category",597.6644,1,19
"hand","mound","mediated",484.9206,1,19
"couch","bell","mediated",828.1406,1,19
"beans","ear","unrelated_cat",676.4853,1,19
"lake","mouse","mediated",616.6213,1,19
"mountain","shin","unrelated_med",525.8277,1,19
"car","hand","unrelated_cat",566.7347,1,19
"hammer","drill","category",676.4853,1,19
"bed","soap","unrelated_med",707.415,1,19
"drill","sheet","unrelated_med",597.6644,1,19
"lake","mountain","category",989.7732,1,19
"star","truffle","unrelated_med",612.6304,1,19
"horse","earth","unrelated_med",622.6077,1,19
"whistle","carrot","unrelated_cat",622.6077,1,19
"ship","plant","mediated",560.7483,1,19
"pear","lemming","mediated",520.839,1,19
"moon","star","category",609.6372,1,19
"chair","ham","unrelated_med",710.4082,1,19
"drill","horse","unrelated_cat",657.5283,1,19
"harp","lace","unrelated_med",597.6644,1,19
"table","chain","mediated",734.3537,1,19
"pear","lemon","category",550.771,1,19
"leg","beans","unrelated_cat",674.4898,1,19
"drill","hamper","mediated",628.5941,1,19
"harp","lemon","unrelated_cat",482.9252,1,19
"table","star","unrelated_cat",538.7982,1,19
"mouth","hand","category",514.8526,1,19
"sock","knife","unrelated_cat",869.0476,1,19
"camel","horse","category",845.102,1,19
"hat","drug","unrelated_med",438.0272,1,19
"ship","bell","unrelated_med",482.9252,1,19
"beans","carriage","mediated",512.8571,1,19
"sheep","pig","category",692.449,1,19
"whistle","fluid","mediated",537.8005,1,19
"ear","couch","unrelated_cat",527.8231,1,19
"car","tablet","unrelated_med",516.8481,1,19
"table","coal","unrelated_med",443.0159,1,19
"leg","earth","mediated",715.3968,1,19
"truck","chain","unrelated_med",541.7914,1,19
"drum","pear","unrelated_cat",571.7234,1,19
"harp","drum","category",574.7166,1,19
"tie","fluid","unrelated_med",549.7732,1,19
"moon","table","unrelated_cat",503.8776,1,19
"camel","legend","unrelated_med",521.8367,1,19
"fork","knight","mediated",522.8345,0,20
"hand","mouth","category",652.5397,1,20
"tie","soap","mediated",851.0884,1,20
"hammer","drill","category",852.0862,1,20
"lake","mouse","mediated",685.4649,1,20
"knife","fork","category",762.2902,1,20
"coat","fork","unrelated_cat",887.0068,1,20
"mouth","hanger","mediated",526.8254,1,20
"carrot","leg","unrelated_cat",688.458,1,20
"harp","drug","mediated",548.7755,1,20
"lake","card","unrelated_med",615.6236,1,20
"hammer","pill","unrelated_med",612.6304,1,20
"beans","carrot","category",779.2517,1,20
"mouth","hand","category",528.8209,1,20
"horse","earth","unrelated_med",618.6168,1,20
"camel","horse","category",537.8005,1,20
"drum","harp","category",785.2381,1,20
"beans","ear","unrelated_cat",606.644,1,20
"sock","tie","category",471.9501,1,20
"mountain","lake","category",697.4376,1,20
"truck","mouth","unrelated_cat",682.4717,1,20
"coat","harbour","unrelated_med",688.458,1,20
"flute","whiskey","mediated",624.6032,1,20
"knife","camera","unrelated_med",626.5986,1,20
"hammer","drip","mediated",621.61,1,20
"truck","car","category",633.5828,1,20
"plane","ship","category",672.4943,1,20
"couch","bell","mediated",682.4717,1,20
"whistle","mood","unrelated_med",701.4286,1,20
"knife","camel","unrelated_cat",514.8526,1,20
"truck","chain","unrelated_med",612.6304,1,20
"plane","hat","unrelated_cat",647.551,1,20
"camel","legend","unrelated_med",621.61,1,20
"lemon","knight","unrelated_med",576.712,1,20
"chair","moon","unrelated_cat",605.6463,1,20
"pig","sheet","mediated",908.9569,1,20
"whistle","fluid","mediated",619.6145,1,20
"sheep","hanger","unrelated_med",643.5601,1,20
"couch","lake","unrelated_cat",788.2313,1,20
"hand","mound","mediated",571.7234,1,20
"moon","star","category",625.6009,1,20
"carrot","beans","category",648.5488,1,20
"hammer","pig","unrelated_cat",668.5034,1,20
"mouth","beach","unrelated_med",588.6848,1,20
"hand","sheep","unrelated_cat",549.7732,1,20
"sheep","pill","mediated",777.2562,1,20
"harp","lemon","unrelated_cat",596.6667,1,20
"ship","plane","category",537.8005,1,20
"mouth","tie","unrelated_cat",559.7506,1,20
"chair","tablet","mediated",624.6032,1,20
"bed","couch","category",708.4127,1,20
"harp","drum","category",640.5669,1,20
"moon","table","unrelated_cat",670.4989,1,20
"ship","drum","unrelated_cat",542.7891,1,20
"hand","carriage","unrelated_med",570.7256,1,20
"drill","hamper","mediated",538.7982,1,20
"leg","beans","unrelated_cat",1086.5533,1,20
"moon","stalk","mediated",688.458,1,20
"star","truffle","unrelated_med",992.7664,1,20
"table","coal","unrelated_med",771.2698,1,20
"ship","plant","mediated",567.7324,1,20
"knife","fort","mediated",566.7347,1,20
"harp","lace","unrelated_med",583.6961,1,20
"mountain","lace","mediated",609.6372,1,20
"horse","camel","category",729.3651,1,20
"ship","bell","unrelated_med",565.737,1,20
"ear","couch","unrelated_cat",959.8413,1,20
"lemon","pearl","mediated",1035.6689,1,20
"hat","drill","unrelated_cat",632.585,1,20
"whistle","flute","category",971.8141,0,20
"truck","card","mediated",696.4399,1,20
"plane","count","unrelated_med",652.5397,1,20
"tie","hammer","unrelated_cat",628.5941,1,20
"hat","coal","mediated",659.5238,1,20
"star","bed","unrelated_cat",663.5147,1,20
"horse","ship","unrelated_cat",616.6213,1,20
"plane","shin","mediated",655.5329,1,20
"drill","hammer","category",729.3651,0,20
"hat","coat","category",1552.4943,1,20
"mountain","shin","unrelated_med",1216.2585,1,20
"car","tablet","unrelated_med",768.2766,1,20
"tie","sock","category",667.5057,1,20
"carrot","drip","unrelated_med",604.6485,1,20
"bed","count","mediated",1582.4263,1,20
"drum","mouse","unrelated_med",759.2971,1,20
"beans","hamper","unrelated_med",659.5238,1,20
"pear","lemming","mediated",759.2971,1,20
"lake","mountain","category",714.3991,1,20
"table","chain","mediated",712.4036,1,20
"leg","earth","mediated",631.5873,1,20
"couch","bed","category",1228.2313,1,20
"whistle","carrot","unrelated_cat",609.6372,1,20
"drum","harbour","mediated",520.839,1,20
"table","star","unrelated_cat",583.6961,1,20
"fork","house","unrelated_med",638.5714,1,20
"bed","mountain","unrelated_cat",673.4921,1,20
"coat","ham","mediated",717.3923,1,20
"mountain","flute","unrelated_cat",721.3832,1,20
"flute","sock","unrelated_cat",663.5147,1,20
"pear","fort","unrelated_med",592.6757,1,20
"fork","coat","unrelated_cat",709.4104,1,20
"lemon","pear","category",642.5624,1,20
"tie","fluid","unrelated_med",563.7415,1,20
"pig","mound","unrelated_med",664.5125,1,20
"table","chair","category",700.4308,1,20
"drum","pear","unrelated_cat",507.8685,1,20
"beans","carriage","mediated",643.5601,1,20
"pear","lemon","category",864.059,1,20
"star","mood","mediated",555.7596,1,20
"ear","pearl","unrelated_med",579.7052,1,20
"camel","house","mediated",656.5306,1,20
"sheep","car","unrelated_cat",606.644,1,20
"pear","harp","unrelated_cat",855.0794,1,20
"coat","hat","category",620.6122,1,20
"ear","legend","mediated",639.5692,1,20
"chair","table","category",719.3878,1,20
"sheep","pig","category",545.7823,1,20
"lemon","whistle","unrelated_cat",669.5011,1,20
"flute","whistle","category",967.8231,1,20
"car","truck","category",720.3855,1,20
"moon","plant","unrelated_med",684.4671,1,20
"carrot","beach","mediated",548.7755,1,20
"fork","knife","category",534.8073,1,20
"camel","plane","unrelated_cat",650.5442,1,20
"pig","truck","unrelated_cat",715.3968,1,20
"car","truffle","mediated",617.619,1,20
"star","moon","category",918.9342,1,20
"chair","ham","unrelated_med",691.4512,1,20
"sock","knife","unrelated_cat",943.8776,1,20
"leg","lemming","unrelated_med",864.059,1,20
"car","hand","unrelated_cat",656.5306,1,20
"bed","soap","unrelated_med",1513.5828,1,20
"drill","sheet","unrelated_med",708.4127,1,20
"horse","camera","mediated",909.9546,1,20
"couch","tide","unrelated_med",1018.7075,1,20
"sock","whiskey","unrelated_med",794.2177,1,20
"ear","leg","category",935.8957,1,20
"flute","stalk","unrelated_med",759.2971,1,20
"hat","drug","unrelated_med",590.6803,1,20
"pig","sheep","category",671.4966,1,20
"leg","ear","category",541.7914,1,20
"sock","tide","mediated",520.839,1,20
"drill","horse","unrelated_cat",622.6077,1,20
"lake","chair","unrelated_cat",671.4966,1,20
